,Unnamed: 0,NODE,FIRSTEVENTSUMMARY,CLASS,Action Taken
3421,3421,,Service Sync Host_1af1cd18 is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3422,3422,,Service Sync Host_1b42f1c8 is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3423,3423,,Service Sync Host_1b552cbd is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3424,3424,,Service Sync Host_1c0dbf0a is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3425,3425,,Service Sync Host_1c5151ca is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3426,3426,,Service Sync Host_1d5637a is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3427,3427,,Service Sync Host_1e3416e is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3428,3428,,Service Sync Host_1e737f1 is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3429,3429,,Service Sync Host_1f06563a is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3430,3430,,Service Sync Host_1fa5cf49a is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3431,3431,,Service Sync Host_22b2075c is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3432,3432,,Service Sync Host_24f9cc27a is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3433,3433,,Service Sync Host_24fa9fd7b is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3434,3434,,Service Sync Host_250c4c2b0 is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3435,3435,,Service Sync Host_250dfca3c is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3436,3436,,Service Sync Host_26ea7bc74 is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3437,3437,,Service Sync Host_2cb8e0d is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3438,3438,,Service Sync Host_32791f0 is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3439,3439,,Service Sync Host_341df74 is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3440,3440,,Service Sync Host_34f6c1c is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3441,3441,,Service Sync Host_350f18631 is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3442,3442,,Service Sync Host_35dedaf35 is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3443,3443,,Service Sync Host_35df71eb4 is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3444,3444,,Service Sync Host_35eeda3b7 is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3445,3445,,Service Sync Host_35f7dbd4c is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3446,3446,,Service Sync Host_362aecac is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3447,3447,,Service Sync Host_366d359b0 is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3448,3448,,Service Sync Host_3673dfb7 is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3449,3449,,Service Sync Host_3681516e is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3450,3450,,Service Sync Host_369698be is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3451,3451,,Service Sync Host_369d9298 is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3452,3452,,Service Sync Host_36c5bf35c is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3453,3453,,Service Sync Host_36c5e935 is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3454,3454,,Service Sync Host_36d47b73 is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3455,3455,,Service Sync Host_36d835e7f is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3456,3456,,Service Sync Host_36ee83a8a is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3457,3457,,Service Sync Host_36f22a71a is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3458,3458,,Service Sync Host_36f5cc92 is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3459,3459,,Service Sync Host_3705f1aa is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3460,3460,,Service Sync Host_370d1910 is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3461,3461,,Service Sync Host_3711ff1c2 is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3462,3462,,Service Sync Host_371bac2d5 is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3463,3463,,Service Sync Host_3728d0a3 is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3464,3464,,Service Sync Host_3729eeed is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3465,3465,,Service Sync Host_372dbe348 is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3466,3466,,Service Sync Host_37323b5e9 is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3467,3467,,Service Sync Host_373f6d7 is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3468,3468,,Service Sync Host_374385858 is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3469,3469,,Service Sync Host_3756079a is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3470,3470,,Service Sync Host_375c8fd88 is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3471,3471,,Service Sync Host_3787a40da is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3472,3472,,Service Sync Host_37a91e3d is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3473,3473,,Service Sync Host_37b289398 is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3474,3474,,Service Sync Host_37b65c7e is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3475,3475,,Service Sync Host_37c7757ff is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3476,3476,,Service Sync Host_3815079bb is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3477,3477,,Service Sync Host_383f2a6c is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3478,3478,,Service Sync Host_3847fabe is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3479,3479,,Service Sync Host_38a7d3f2 is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3480,3480,,Service Sync Host_38e238a6 is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3481,3481,,Service Sync Host_3929503b is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3482,3482,,Service Sync Host_398a27d2 is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3483,3483,,Service Sync Host_39939a61 is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3484,3484,,Service Sync Host_39c3694d is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3485,3485,,Service Sync Host_39e238e6 is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3486,3486,,Service Sync Host_39e68401 is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3487,3487,,Service Sync Host_3ba6b547 is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3488,3488,,Service Sync Host_3bde1e8c is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3489,3489,,Service Sync Host_3c44ee83 is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3490,3490,,Service Sync Host_3c86aa4f is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3491,3491,,Service Sync Host_3d0ea7848 is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3492,3492,,Service Sync Host_3d3548a41 is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3493,3493,,Service Sync Host_3d9b9776 is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3494,3494,,Service Sync Host_3dbb78489 is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3495,3495,,Service Sync Host_3dbbe0e0 is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3496,3496,,Service Sync Host_3e06f834e is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3497,3497,,Service Sync Host_3e5399823 is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3498,3498,,Service Sync Host_3e5c3b66 is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3499,3499,,Service Sync Host_3f0d5148b is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3500,3500,,Service Sync Host_3f600b173 is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3501,3501,,Service Sync Host_3f7d1099f is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3502,3502,,Service Sync Host_3f945328e is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3503,3503,,Service Sync Host_401df01ea is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3504,3504,,Service Sync Host_40351c8b5 is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3505,3505,,Service Sync Host_4046068 is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3506,3506,,Service Sync Host_404fd4069 is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3507,3507,,Service Sync Host_40b843ed5 is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3508,3508,,Service Sync Host_4120204 is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3509,3509,,Service Sync Host_426c8c8 is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3510,3510,,Service Sync Host_44b4e993 is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3511,3511,,Service Sync Host_45180e4a is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3512,3512,,Service Sync Host_45a233b7 is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3513,3513,,Service Sync Host_45ca8170 is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3514,3514,,Service Sync Host_45ea45b1 is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3515,3515,,Service Sync Host_465533e0 is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3516,3516,,Service Sync Host_468c4605 is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
3517,3517,,Service Sync Host_46948f4b is down or running in error on server ukmlwweb005.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
